GeneName	Pvalue	Fvalue
Plekha5	0.015092617	13.29642834
Poldip3	0.012721479	14.62308743
Polr3e	0.018290403	11.93391686
Polr3g	0.010902476	15.92205002
Pphln1	2.51E-05	362.5886628
Ppig	0.157180287	3.013593875
Ppp1r13l	0.003457288	29.4908533
Ppp2r5d	0.749413681	0.419358678
Pprc1	0.005361045	23.3743421
Proser1	0.001398041	47.27091095
Prpf40a	0.813194482	0.317923461
Prrc2a	0.001962541	39.65382747
Prrc2b	0.030648955	8.859474945
Prrc2c	0.017502415	12.2347056
Psma2	0.009826759	16.85466929
Psma5	0.000237748	116.8512734
Ptpn23	0.002151903	37.79862023
Ptpra	0.068730885	5.386856962
Pwp2	0.0001207	164.6260333
Pydc3	0.004492018	25.68023508
Rab8b	0.003449313	29.52673101
Ralgapa1	0.009573554	17.09674068
Raly	0.175374406	2.765504746
Rb1	9.84E-05	182.527973
Rbbp6	0.05935791	5.918316905
Rbl1	3.45E-05	309.2127792
Rbl2	0.881507263	0.21486574
Rbm19	3.18E-05	322.3037316
Rbm48	0.011622185	15.37173108
Rbmx	0.008369978	18.39379261
Rbmxl1	0.009363977	17.30448171
Rc3h1	0.00230155	36.49747502
Reep3	0.002033849	38.92484651
Rere	0.023079088	10.45065665
Rfx7	0.025920471	9.772075571
Rgs9	0.000437493	85.73075911
Rnf219	0.000348461	96.24839319
Rnmt	0.001261175	49.852367
Rorc	0.004043909	27.15013584
Rpap3	0.003083634	31.31857995
Rpl12	4.73E-05	263.8442388
Rpl13	0.001057796	54.57769202
Rpl18a	0.001277464	49.52352654
Rpl32	0.002041296	38.85092609
Rpl6	0.006798798	20.58065541
Rplp2	0.000453517	84.17483339
Rps10	0.000319525	100.5811244
Rps14	0.000742107	65.46273536
Rps2	0.002782927	33.04954657
Rps27	0.00046765	82.86943202
Rps3	0.004488021	25.69236594
Rps4x	0.015277828	13.20601176
Rps5	0.000541826	76.87772635
Rps6	1.34E-06	1576.411424
Rrp1b	0.013314623	14.25821588
Rrs1	0.000734322	65.81708537
Scaf1	0.082674514	4.769992725
Scaf11	0.321861139	1.603218781
Scap	0.005295273	23.52875648
Sdccag3	0.000191763	130.2863041
Sec16a	0.116132796	3.772250215
Sema4b	0.001127501	52.81472923
Serbp1	0.001218811	50.73824012
Sf3b2	0.000493652	80.61581262
Sfmbt1	0.06846238	5.400549451
Sfr1	0.002567844	34.46998371
Sh2b1	0.006781869	20.60828148
Sh2b3	0.004364567	26.07517963
Sh2d2a	1.46E-05	475.7807615
Sh3bp2	0.00120646	51.00527545
Sh3bp5	0.020467803	11.19501612
Sik3	0.040105182	7.545260403
Sipa1l3	0.023144735	10.43358261
Slbp	0.000337909	97.76371821
Slc16a1	0.000130203	158.4468493
Slc1a5	0.000191696	130.3095852
Slc29a3	0.010856792	15.9588174
Slc38a1	0.002837253	32.7165691
Slc4a10	0.000486792	81.1928009
Slc4a7	0.000111519	171.3321073
Slc5a6	7.83E-05	204.7281156
Slc7a1	0.009379558	17.28879791
Slc7a6	0.000202472	126.7523308
Slc7a6os	0.000130069	158.5291218
Slirp	0.000157142	144.0878554
Sltm	0.300267263	1.719973631
Slu7	0.040374671	7.514723803
Smap	0.426186036	1.166614249
Smarcad1	0.126160272	3.553357585
Smg1	0.006510332	21.06602643
Smg7	0.015991323	12.872497
Smg9	0.240314193	2.120888794
Snap23	0.020203683	11.2782373
Snapc1	0.008425777	18.3275789
Sos1	0.000158575	143.4279863
Spag1	0.006173459	21.67536062
Spag9	0.01684883	12.50002907
Spen	0.130372995	3.468976977
Sqstm1	0.000192734	129.9537186
Srfbp1	0.00453916	25.53838526
Srpk1	0.041438584	7.397087857
Srpk3	0.005902256	22.2033515
Srsf2	0.007214237	19.9334658
Ssr1	0.0317972	8.669163466
Ssrp1	0.03728718	7.884123805
Supv3l1	0.002910465	32.28266927
Swi5	0.006014159	21.9811698
Tacc2	0.001680804	42.97435875
Taf1d	0.002469243	35.18237363
Taok1	0.000860162	60.69373313
Tardbp	0.005870154	22.2682612
Tbx21	2.18E-05	389.6624749
Tet2	0.001108377	53.28180952
Tfap4	0.000162708	141.5750428
Tfdp1	7.04E-05	215.9961736
Thop1	0.001609566	43.94924365
Timeless	0.00271809	33.45994
Tmem131	0.022177326	10.6928069
TMEM229B	0.004589249	25.39006492
Tmem51	0.00118873	51.39582987
Tmem57	0.002346166	36.13385716
Tmf1	0.0004714	82.53293701
Tmpo	0.50550723	0.925546549
Tnfrsf10b	0.020143814	11.29732839
Tnks1bp1	0.261103741	1.96662286
Tomm70a	0.002350319	36.10053455
Top1	5.20E-05	251.5569302
Topbp1	0.000600492	72.94772833
Topors	0.001208054	50.97058328
Tox2	0.000575841	74.52582127
Tram1	0.182280487	2.68111682
Trip11	0.002346308	36.13271778
Trps1	0.002341951	36.16776135
Ttf2	0.007140449	20.04427798
Txnrd3	0.000110469	172.1517556
Ubap2	0.026649198	9.615760765
Ubap2l	0.00261367	34.15270346
Ube2i	0.002959729	31.99980538
Ubp1	7.56E-05	208.3574281
Ubxn6	3.94E-05	289.1739478
Uck2	0.002978902	31.89162288
Ung	7.69E-05	206.616167
Upf1	0.003465513	29.45397787
Uprt	0.019298006	11.57645719
Usp36	0.000350766	95.92647959
Usp6nl	7.74E-05	206.0014589
Utf1	0.008292184	18.48721679
Utp14b	0.006432327	21.20285344
Utp18	0.024574705	10.07880161
Utp3	0.003462648	29.46680511
Vps13d	2.83E-05	341.4956136
Vps4a	0.249479928	2.050544576
Wdhd1	0.000382885	91.74807373
Wdr4	0.000213591	123.3681126
Wdr74	0.006752297	20.65679013
Wdr75	0.001355099	48.03859549
Wipf2	0.013641794	14.06721537
Ybx3	3.98E-06	913.3586646
Ythdf1	0.00831069	18.46487378
Zbed5	0.003418013	29.6687619
Zbed6	0.000172305	137.5317205
Zc3h11a	0.884725692	0.2100559
Zc3h18	0.200807447	2.476409104
Zc3h8	0.006808772	20.56442606
Zcchc9	4.82E-05	261.4963877
Zdhhc20	0.000688898	68.00290691
Zdhhc5	0.000493219	80.65185135
Zfand5	0.009411874	17.25639387
Zfp106	0.007486456	19.53892093
Zfp213	0.000442354	85.24984682
Zfp91	0.316974864	1.62861913
Zhx1	0.083108433	4.753319333
Znf318	0.85299415	0.257517897
Znf513	0.190267878	2.589242877
Znf609	0.011051506	15.80369681
Sept7	0.226444947	2.235203303
Abi1	0.055736724	6.158627899
Abl2	0.027588236	9.423531004
Ablim1	0.002704689	33.54659983
Ahctf1	0.002547717	34.61203353
Akap10	0.006100817	21.81332611
Aldoa	0.032829489	8.506655351
Anapc1	0.173730515	2.786322051
Ank3	0.001494383	45.67061042
Ankrd26	0.00524548	23.64758433
Apbb1ip	0.044848986	7.048602689
Apc	0.004996658	24.26775439
Arfgef2	0.099676835	4.200265348
Arhgap27	0.001997604	39.29050438
Arhgef40	0.157742092	3.00530261
Arid4b	0.057059902	6.068175663
Arl14ep	0.001266108	49.75210532
Avl9	0.009469076	17.19944146
BC023829	0.001977947	39.4930006
Bend6	0.015160694	13.26300178
Bin1	0.01964583	11.45949073
Brap	0.009051415	17.62760625
Btbd9	0.000883229	59.87545483
Btrc	0.000784023	63.64654795
C2cd2l	0.054501468	6.246019059
Cacna1b	0.008029392	18.81278847
Cap2	0.082391762	4.780928096
Card11	0.002333668	36.23466423
Ccnd2	0.004187529	26.65341582
Ccr8	0.018878214	11.721905
Ccsmst1	0.004442937	25.83031367
Cdc16	0.000686459	68.12640829
Cep250	0.016870042	12.49117715
Cep350	0.302256224	1.708713134
Cmip	0.010186015	16.5268213
Cnp	0.000222115	120.9475457
Copa	0.000422747	87.24015296
Copb1	0.006981871	20.28834231
Cox7b	0.007711596	19.22851922
Cpsf6	0.00097077	57.03999239
Crebzf	0.005259807	23.61322291
Crtc3	1.82E-05	426.1856918
Ddx19b	0.000248475	114.2671331
Deaf1	0.020979139	11.03838662
Diexf	0.342702025	1.500871967
Dyrk2	0.000745618	65.3047437
Efhd2	0.001557549	44.70294922
Eif3h	0.00591281	22.18212836
Epc1	0.071038986	5.272365936
Erc1	0.393899428	1.28375094
Errfi1	0.000355332	95.29811676
Etv3	0.049623279	6.622393692
Faf1	0.007028514	20.21569741
Fam53c	0.001488004	45.77174639
Fbxl20	0.000184434	132.8806735
Fkbp15	0.005868421	22.27177871
Flii	0.023556474	10.32812622
Frmd4b	0.000450929	84.4204825
Frmd6	0.00315068	30.96683083
Fyn	0.011964303	15.12771585
Gak	0.005157987	23.86053405
Gch1	0.000487972	81.09268073
Gle1	0.143274534	3.233978696
Gm10742	0.03373619	8.370108083
Gnai1	6.68E-05	221.7996201
Gramd3	0.397116595	1.27147218
Grasp	0.003618634	28.79061614
H2.D1	0.000183031	133.3949527
Hnrnpab	0.002023823	39.02501324
Hnrnpu	0.055159954	6.199068311
Hspa4l	0.008075592	18.75440245
Ikbkb	0.052912836	6.362869043
Itfg2	0.04877983	6.693121715
Ivns1abp	0.002089539	38.38168254
Junb	0.003470715	29.43072072
Kcnab2	0.004772415	24.86771814
Kdm6b	0.00078846	63.46281245
Kiaa1109	0.134983968	3.381155964
Kif21b	0.26855932	1.915631717
Map3k3	0.000289437	105.7586568
Map3k8	0.002732615	33.36673345
Mapk1	0.000121779	163.8885501
Mapk6	0.000222461	120.8520742
Mast2	0.092845545	4.410369555
Mff	0.002887214	32.41868102
Mia3	0.00242696	35.50107794
Mios	0.000540122	77.00128623
Mplkip	0.006147328	21.72470854
Myc	0.000617917	71.88968237
Nabp1	0.016122592	12.8135593
Ndrg1	0.000318046	100.8183309
Ndrg3	0.003040508	31.55095545
Nfatc1	0.002911787	32.27498532
Nfkbid	0.026166513	9.718569719
Notch3	0.009051272	17.62775775
Nrbp1	0.029903962	8.988765361
Paip1	0.014681158	13.50338011
Parp8	0.136592066	3.351571724
Patl1	0.028372302	9.270384556
Pde3b	0.020145984	11.29663484
Pde4b	0.007237576	19.89876898
Phf23	0.016506942	12.64505154
Pim1	0.001275365	49.56555109
Pip5k1a	0.002208794	37.2884047
Plec	0.052953293	6.359828274
Ppfia1	0.006363157	21.32628166
Prpf31	0.024483199	10.10057052
Ptpn22	0.012591709	14.70633271
Ptpn4	0.023409593	10.36542695
Rab11fip1	0.020952909	11.04628164
Rab8a	0.008400792	18.35714554
Rabgef1	0.003847463	27.87408512
Rasal3	0.888437164	0.204505912
Rbm15	0.696511996	0.510109714
Rela	0.030729039	8.845856957
Ripk2	0.038369183	7.749610258
Rpl30	0.030884724	8.819534929
Saraf	0.001623845	43.7487129
Senp2	0.004946658	24.39798924
Sh3kbp1	0.597385669	0.704181759
Sipa1	0.392971203	1.287320381
Sirt2	0.022531235	10.59604107
Skiv2l	0.010919073	15.9087496
Slc23a2	0.416153182	1.201621406
Slc9a1	0.075643507	5.059776817
Smg8	0.009855205	16.82805915
Sp110	0.205560385	2.42835302
Sphk2	0.002543739	34.64030894
Srsf6	0.912345541	0.168540723
Srsf7	0.205012945	2.433803909
Stim2	0.073072095	5.176029521
Stk10	0.701795323	0.500712454
Strn	0.009713767	16.96152313
Supt16	0.039996811	7.557627045
Tagap	0.010935378	15.89571245
Tagap1	0.00072927	66.05003035
Tbc1d5	0.043479328	7.183632451
Tbc1d9b	0.003040618	31.55035683
Tcf20	0.138947315	3.309166017
Tfeb	0.007476947	19.55233913
Tle3	0.177540772	2.73850938
Trappc8	0.006515246	21.0574889
Trpm7	0.022968753	10.4795179
Trpv2	0.008624857	18.09660258
Tsnax	0.006644336	20.83662284
Usp38	0.014041522	13.8429747
Utp15	0.042233149	7.312144084
Vasp	0.016266877	12.74960218
Zc3hav1	0.000161672	142.0326561
Zfp36l1	0.00073126	65.95801353
Znf280c	0.527410342	0.868088762
Znf622	0.003823193	27.96738076
Znf703	0.003168565	30.87488948
Znrf2	0.008315849	18.45865904
Aak1	0.000411917	88.39989245
Abhd16b	0.017608688	12.19296523
Arrb1	0.000695093	67.69224366
Atf2	0.016447243	12.67083724
Brd8	0.10989487	3.923199663
Casc3	0.070635485	5.291976882
Ccdc13	0.001338518	48.34486657
Cep97	0.010458984	16.28908913
Col20a1	0.019550996	11.491072
Col6a5	0.013340793	14.24267975
Cytip	0.001451823	46.35790828
Dek	3.99E-05	287.3167735
Dennd1a	0.042900174	7.242661903
Elmsan1	0.700758831	0.502549675
Emsy	0.082973564	4.758487737
Ep300	0.587316868	0.726154501
Epn1	0.01447364	13.61108635
F2rl1	0.60461652	0.688697111
Fam104a	0.032788592	8.512947476
Fam98c	0.015717812	12.99766127
Fcho2	0.343492949	1.497166544
Glcci1	0.021536191	10.8741387
Golga3	0.029224988	9.110874523
Gys1	0.003468557	29.44036402
Ighe	0.00035953	94.73105625
Ikzf1	0.071103059	5.269267199
Ints3	0.000527912	77.9045977
Itsn2	0.15311705	3.074900409
Klf2	0.005559755	22.92457934
Kmt2b	0.232286862	2.185825788
Kmt2e	0.411932041	1.216711314
Mef2d	0.009543639	17.12597418
Mical1	0.000461303	83.44826795
Mrgbp	0.001831076	41.10775974
Mta3	0.344798432	1.491077431
Nfya	0.001008098	55.94482877
Phc3	0.068276083	5.410096992
Pi4kb	0.00499288	24.2775283
Pitpnc1	0.002324761	36.30700133
Pkn1	0.010488637	16.26382461
Ppp2r5e	0.016442012	12.67310343
Rassf2	0.004626272	25.28198687
Rcc1	0.415465849	1.204063608
Ric8a	0.013702926	14.03228712
Scrib	0.017669963	12.16906993
Slk	0.002660654	33.83594614
Smarca2	0.061696556	5.774467296
Sp100	0.015612451	13.04675104
Spata24	0.007954613	18.90836702
Sptbn1	0.000965028	57.21406123
Stat4	0.030392381	8.903465809
Svil	0.269958364	1.906294509
Sympk	0.00051373	78.99403312
Taf3	0.009476739	17.19185147
Taf6	0.001543548	44.91230142
Taf9b	0.004537936	25.54203975
Tcea1	0.018279256	11.93803555
Terf2	0.468598786	1.030590046
Thoc2	0.14837939	3.149511677
Tmc8	0.152948588	3.077494349
Tmcc1	0.134475396	3.390621678
Top2b	0.558889725	0.790964933
Unc13d	0.021469447	10.89348075
Vipr1	0.019278637	11.58306341
Xrn2	0.483211386	0.987669836
Zc3h4	0.002743364	33.29823648
Arhgap17	0.015617377	13.04444524
Arhgef2	0.252262977	2.029934452
Bcl11b	0.307373208	1.680234269
Bod1l	0.50576268	0.924856828
Cask	0.013682433	14.04396983
Dbr1	0.002125751	38.03999639
Dcp1a	0.01637015	12.70434402
Gltscr1	0.002988165	31.8397276
Gon4l	0.012524359	14.75004498
Ints1	0.001258382	49.90938804
Mdc1	0.426647503	1.165032298
Mepce	0.025889667	9.77882804
Nedd9	0.012899148	14.51115953
Phf2	0.221101691	2.282041967
Pikfyve	0.088049718	4.57219793
Polr3c	0.412179003	1.215822403
Prkag2	0.059382	5.916792035
Pum2	0.031220561	8.763425347
R3hdm1	0.001861519	40.75741144
Rab40b	0.000548065	76.42994913
Raph1	0.000651689	69.96125653
Srp72	0.006404117	21.2529508
Ssbp2	0.008492119	18.24970696
Synj1	0.006560935	20.9785731
Tlk1	0.007437647	19.60806689
Tmem151a	0.00355293	29.07001057
Ttc13	0.016275441	12.74583277
Zfpm1	0.291719976	1.769634321
X1700028K03Rik	0.000118208	166.3690751
Acap2	0.138519905	3.31678162
Acss2	0.001487535	45.77919752
Acvrl1	0.010424321	16.31875937
Add2	0.001436388	46.61467114
Adrbk1	7.18E-05	213.93518
Adrm1	0.118413629	3.720041917
AF067061	0.00059582	73.23927127
Aplf	0.003205549	30.68721381
Arfgap1	0.000132961	156.7784534
Arfgef1	0.093934541	4.375353455
Atp8a1	0.052896026	6.364133444
Bex6	0.000313017	101.6374155
Bfsp2	0.000433896	86.09185408
Bscl2	0.010358922	16.37514275
Camkk2	0.00220803	37.29512303
Capg	0.00824828	18.54052573
Casp7	0.111491073	3.883376829
Casp8	0.004623674	25.28953039
Cc2d1b	0.001801099	41.46138544
Ccs	0.005360661	23.37523417
Ccsap	0.015973837	12.88040232
Cdkn1b	0.000996571	56.27642483
Cep120	0.023777401	10.27267325
Cers4	0.00766858	19.28676774
Cetn2	0.002973255	31.92337845
Clic1	0.066164619	5.521102783
Cntrl	0.00855558	18.17606489
Crocc	0.01474298	13.4717338
Ctage5	0.917353619	0.160924353
Ddx59	8.31E-06	631.6473449
Dennd1b	0.045131329	7.021533174
Dgka	0.067654723	5.442224987
Dnah17	0.007780638	19.13603949
Dntt	0.000242118	115.7777624
Dok2	0.005533022	22.98367453
Dpf2	0.127965232	3.516697677
Elf1	0.003102353	31.21922734
Elf2	0.239873142	2.124373255
Elf4	0.002062268	38.64491762
Eml3	0.010025263	16.67134105
Eps15	0.002028848	38.97471347
Epsti1	0.009803042	16.87694525
Ercc4	0.53572349	0.847127786
F11r	0.007135173	20.05226697
Fam129a	0.000410655	88.5380019
Fam21	0.132984332	3.418683944
Fam65b	0.000235141	117.5058777
Filip1l	0.008234951	18.5567942
Fli1	0.000689636	67.96572357
Fmnl1	0.002354983	36.06322021
Fnbp4	0.089230815	4.531140173
Foxj2	0.001939013	39.90313071
Foxo4	0.012726398	14.61995715
Fra10ac1	0.000283389	106.8979092
Frmd8	0.133683188	3.405473219
Fry	0.005239519	23.6619242
Gapvd1	0.039634699	7.599315836
Gdf7	0.002611307	34.16885385
Gemin4	0.299290012	1.725546354
Gimap8	0.013967006	13.88404632
Gjb5	0.009570838	17.09938921
Gm26596	0.015130567	13.27776687
Gnas	0.007285044	19.82871651
Golph3l	0.004834356	24.69782919
Gpatch8	0.183083956	2.671606906
Gpcpd1	0.005693667	22.63485281
Gpr107	0.017183906	12.36211468
Gpsm3	0.00109611	53.58782274
Gtf3c4	0.000796785	63.1222234
Hcfc1	0.284600767	1.812652086
Htatsf1	0.027992019	9.343859971
Htr5b	0.01441654	13.64112926
Ifngr1	0.009011694	17.66986946
Irf6	0.004913426	24.48564596
Itga4	0.006955804	20.32925759
Itgav	0.020332455	11.2374604
Itpr3	0.001301347	49.05259741
Kbtbd11	0.001944435	39.84527401
Kdm3a	0.006763504	20.63836857
Khsrp	0.000859334	60.72373109
Klc3	0.338774984	1.519455271
Ldlrap1	0.00345161	29.51638269
Lima1	0.113182575	3.842094314
Lpin1	0.074572139	5.107484195
Mageb16	0.000208724	124.8161501
Mdm1	0.00051802	78.65971557
Mib2	0.001404051	47.16628594
Miip	0.014893546	13.39548496
Mki67	0.001189469	51.37937651
Mllt1	0.007765865	19.15572384
Mpi	0.018293202	11.93288313
Myo18a	0.122555652	3.62896323
Myom2	0.013123797	14.37290057
Ncf2	0.023684493	10.29589888
Nedd4l	0.013777776	13.9898379
No66	0.003573104	28.98340369
Nsfl1c	0.00822409	18.57007941
Numb	0.040695772	7.478734994
Pagr1b	0.000501993	79.93027113
Pard6a	0.002509361	34.88745651
Pcyt1a	0.006703641	20.73729948
Pde2a	0.007962594	18.89810168
Pdha1	0.000732698	65.8917149
Pdha2	0.00742729	19.62282669
Pdlim4	0.029918128	8.98626204
Plekhg2	0.003606207	28.84287686
Plxnb2	0.016325469	12.72387204
Pml	0.005421104	23.23579887
Pms2	0.018369728	11.90471339
Pnrc1	0.004424609	25.88699503
Ppfia4	0.018701074	11.78474297
Ppp2r5a	0.005592726	22.85228007
Prcc	0.003064663	31.42019868
Prkcq	0.001429027	46.73858686
Prx	0.010770714	16.02872779
Pydc4	0.004438366	25.844417
Ralgps2	0.002251582	36.91748502
Rgs14	0.017864093	12.09417778
Rtp4	0.015960128	12.88660958
Rybp	0.019486569	11.51265856
S100a13	0.000300447	103.7740119
Sap30bp	0.017641566	12.18012833
Sec22b	0.004508612	25.63005059
Setd4	0.005218932	23.71163258
Sik2	0.001614882	43.87427706
Sin3b	0.049622075	6.622493384
Smc3	0.005413949	23.25218334
Srrt	0.001398359	47.26537028
Ssh3	0.019347815	11.55951416
Strip2	0.010529632	16.22907188
Stxbp5	0.021132306	10.9925787
Syne2	0.017518271	12.2284538
Tbc1d1	0.000586809	73.81141465
Tbc1d10c	0.009127203	17.54773591
Tcp1	0.000721281	66.42344084
Tecpr1	0.115808687	3.779793237
Thoc1	0.017991092	12.04584062
Tmem11	0.0016805	42.97838827
Tnpo1	7.05E-05	215.820453
Trim24	0.071371946	5.256308462
Trrap	0.123112311	3.617072406
Uggt1	0.004927112	24.44943914
Uvssa	0.020273139	11.25619517
Vmn1r75	0.000984202	56.63872739
Wdr44	0.031817052	8.665963891
Zbtb33	0.00121023	50.92333989
Zcchc17	0.000862121	60.62297783
Zdhhc18	0.114630488	3.807481104
Zfp760	0.002609773	34.17935454
Zfyve26	0.070183184	5.314159726
Zmynd8	0.031158074	8.773796694
Znf687	0.043661754	7.165282313
Zranb2	0.187722167	2.617894384
Sept1	0.092923791	4.407833173
Sept2	0.373172382	1.36646167
Sept6	0.617207988	0.662294491
Sept9	0.831781404	0.289522103
X0610010K14Rik	0.104767627	4.057183984
X0610011F06Rik	0.000511478	79.17114565
X1700020D05Rik	0.09659781	4.292215645
X1700021F05Rik	0.821035209	0.305893963
X1810024B03Rik	0.185678564	2.64131492
X2010300C02Rik	0.055768997	6.156383532
X2210016L21Rik	0.372795335	1.368027201
X2310067B10Rik	0.190750823	2.583871499
X2700049A03Rik	0.076546347	5.020351549
X4632428N05Rik	0.104501765	4.064397796
X4930512M02Rik	0.610767455	0.675712136
X4931406P16Rik	0.098108318	4.24656824
X4931429I11Rik	0.448725558	1.092066801
X4933427D14Rik	0.042462164	7.288103962
X6430531B16Rik	0.00827883	18.5033873
X9130019O22Rik	0.530784062	0.859528375
X9930021J03Rik	0.24535216	2.081744586
X9930022D16Rik	0.613413924	0.670176893
A2mp	0.005006644	24.24197979
A430078G23Rik	0.056563841	6.101715051
A630001G21Rik	0.020935521	11.05152336
A630010A05Rik	0.041743173	7.364239366
A830080D01Rik	0.038623571	7.718807405
Aadat	0.238913209	2.131989808
Aarsd1	0.006565144	20.97134389
Abcc10	0.599905589	0.698757987
Abcd1	0.75083953	0.417006711
Abhd10	0.093943919	4.375054559
Abi2	0.513766217	0.903486926
Abi3	0.013982097	13.87570213
Abl1	0.382066567	1.330180217
Abr	0.978100874	0.060266245
Acap1	0.181918396	2.685422909
Acbd3	0.26628648	1.930953927
Acbd5	0.176550062	2.750793728
Acbd6	0.020068747	11.32138627
Accs	0.249831659	2.047921149
Acot12	0.051254117	6.490614238
Acot9	0.004583409	25.40723423
Actb	0.023379073	10.37322176
Actbl2	0.238196443	2.137706452
Actr10	0.205098759	2.432948036
Actr2	0.017002262	12.43637217
Actr3	0.218836898	2.302402866
Actr8	0.852809429	0.25779518
Adam17	0.165400113	2.896492956
Adam7	0.112323256	3.862950801
Adamts10	0.592421999	0.71495288
Adar	0.194589678	2.541880477
Adarb2	0.160213683	2.969341116
Adcy3	0.028777738	9.193657469
Adgb	0.398747194	1.265303048
Adnp	0.400800587	1.257585513
Adnp2	0.253357054	2.021923575
Aebp1	0.348543893	1.473791527
Afap1	0.571312212	0.762117912
Aff1	0.062779576	5.710584045
Aftph	0.994634282	0.022715658
Agl	0.13321395	3.414332007
Ago1	0.005588588	22.86132001
Agps	0.433568795	1.141593114
Agrn	0.033579339	8.393333777
Agtpbp1	0.033432057	8.415290949
Ahdc1	0.791069438	0.352321665
Ahi1	0.027359589	9.469425111
Ahnak	0.489333875	0.970220684
Aimp2	0.252711344	2.026645319
Akap11	0.053175454	6.34319257
Akap12	0.142261682	3.251271816
Akap8	0.202535888	2.45874008
Akap8l	0.127169886	3.532756079
Akap9	0.24621408	2.075166123
Akna	0.412291961	1.215416074
Alad	0.122118524	3.638357304
Aldh18a1	0.037094244	7.90872491
Alkbh5	0.525811118	0.872172697
Alox12e	0.029897999	8.989819635
Amer1	0.808506357	0.325153695
Amica1	0.796296139	0.344129778
Ammecr1l	0.028973973	9.157100075
Ampd2	0.049229222	6.655211816
Anapc2	0.168367113	2.856326691
Ankfy1	0.105997737	4.024158879
Ankib1	0.042159194	7.319948956
Ankmy1	0.594419929	0.710603308
Ankrd11	0.454969576	1.072345217
Ankrd12	0.062297866	5.738793088
Ankrd13c	0.794950542	0.346234628
Ankrd33b	0.094119142	4.369477761
Anks3	0.653886754	0.589111255
Ano4	0.249607748	2.049590585
Anxa4	0.235176547	2.16207342
Ap1g1	0.606003543	0.685754211
Ap2a1	0.278285798	1.852151243
Ap3b1	0.034716101	8.228585144
Ap3d1	0.30591235	1.68829376
Ap4e1	0.053349412	6.330238788
Apba1	0.446336761	1.099714348
Apex1	0.079350212	4.902217619
Apip	0.281260191	1.833384937
Apof	0.348368345	1.474595687
Apol11a	0.323763342	1.593481889
Appl1	0.131918558	3.439031023
Appl2	0.554749519	0.800769971
Arfgef3	0.822512263	0.303636112
Arfip1	0.054080413	6.276488242
Arglu1	0.434588204	1.138185664
Arhgap12	0.23835309	2.136454938
Arhgap33	0.10980504	3.925466434
Arhgap39	0.014424023	13.6371818
Arhgap5	0.599790865	0.699004271
Arhgef11	0.184556581	2.654336523
Arhgef18	0.015295745	13.19735222
Arid1a	0.055680833	6.162519241
Arid3a	0.005999442	22.01003359
Arid3b	0.756594957	0.407557545
Arid5b	0.077886721	4.963085071
Arl14	0.622848794	0.650688876
Arl6ip4	0.069618642	5.342149198
Armc10	0.004922947	24.4604402
Arpc1b	0.037700489	7.832059494
Arpp19	0.039681963	7.593842162
Arrb2	0.041792343	7.358970168
Arrdc1	7.55E-05	208.5960967
Art5	0.016845263	12.50151931
Artn	0.839930469	0.277184284
Arvcf	0.647455085	0.601568915
Asap3	0.013127797	14.37047087
Asb11	0.052607411	6.385937499
Asf1a	0.007216636	19.92989171
Ash2l	0.011376943	15.55337902
Aspm	0.959706906	0.093508422
Ass1	0.136554972	3.352248285
Astn1	0.564882519	0.77694322
Asun	0.019149856	11.62724138
Asxl2	0.922343131	0.153291775
Atad2	0.047398994	6.812954885
Atf7ip	0.000200979	127.2279528
Atg16l1	0.086028417	4.644407368
Atg16l2	0.56485802	0.777000137
Atg2a	0.136463342	3.353920727
Atg9a	0.099170831	4.215083146
Atm	0.555594199	0.798761617
Atp10a	0.128690946	3.502174387
Atp1a2	0.015707003	13.00267433
Atp2a2	0.135790063	3.366260982
Atp2b1	0.136656037	3.350405583
Atp2b2	0.487896918	0.97428868
Atp5c1	0.021088096	11.00574934
Atp6v0a2	0.012175378	14.98232255
Atp6v1f	0.952488233	0.105596974
Atp7a	0.013139834	14.36316657
Atp8a2	0.001356734	48.00870817
Atpaf1	0.885084482	0.20951956
Atxn7	0.029066114	9.140062396
Atxn7l3	0.222432102	2.270224428
AU019823	0.167995952	2.861293613
AU022751	0.878470752	0.219402281
Aup1	0.754705807	0.410651339
Aven	0.053991678	6.282954804
Avil	0.22805584	2.221401317
AW554918	0.383432712	1.324714958
Bach1	0.001473087	46.01079693
Bach2	0.079224433	4.907382725
Bag4	0.85122833	0.260169384
Bahd1	0.642910623	0.61046353
Basp1	0.415451723	1.20411386
Baz1a	0.847978613	0.265054163
Baz1b	0.664064483	0.56970047
Bbc3	0.880648432	0.216148932
Bbs1	0.077205046	4.992023368
Bbx	0.646540974	0.603351839
BC068157	0.113738004	3.82873876
Bcas1	0.272520842	1.889375451
Bckdk	0.189581364	2.596913276
Bcl2l14	0.499368649	0.94226681
Bcl3	0.113454144	3.835552109
Bcl6	0.866581076	0.237167941
Bcl7a	0.066200883	5.519151709
Bcl7b	0.140550789	3.280903319
Bcorl1	0.039536415	7.610729453
Bcr	0.372352893	1.369867171
Bdp1	0.299362042	1.725134701
Bet1l	0.100347307	4.180803402
Birc6	0.02002885	11.3342277
Blnk	0.263626686	1.949130585
Blvra	0.243772014	2.093893664
Bmi1	0.037287201	7.884121139
Bmp2k	0.177921072	2.733820827
Bnip2	0.040850106	7.461588375
Bola1	0.000503249	79.82851061
Boll	0.170208944	2.831917567
Bptf	0.828668948	0.294251237
